2.748584760627743595e-01,1.762186612777525974e-01,-1.165434099689599406e-01,1.962752503034325205e-02,1.147344609751684147e-01,3.321717098746322927e-01,1.201799400336509699e-01,-2.253825917623031305e-01,-1.804475322464693943e-01,2.671830024793148822e-02,1.169388772667460108e-01,-1.648764204994252192e-01,1.521358620582892798e-02,1.194854230681720031e-01,8.430814823403907574e-03,-1.043654380333133846e-01,-3.769871970396573152e-02,-6.886400177368172393e-02,-2.239829921158819140e-02,-1.347066635655782829e-01,1.342656463221182928e-01,2.671081480842578681e-01,1.669728023640028036e-01,-3.059917216106419757e-02,1.773298122240135263e-02,4.472500001348748977e-02,-1.132433360762414298e-01,7.955407896415761515e-02,-3.890452906454600762e-02,-1.616084075346741478e-01,-1.339210166563844541e-02,2.063385867810449970e-01
-2.750600612437042319e-02,1.770727996789764058e-01,-1.309070838772563306e-01,2.019812155140387755e-01,-1.701041881948305301e-01,2.633115283188724315e-02,-6.555235233168744957e-02,2.884009320215968342e-01,4.443337307943678177e-02,-9.291886994278200640e-03,-3.967871778376884373e-02,-8.195442448256184953e-02,-1.456308347427229428e-02,-1.839644258188515846e-01,-6.055250165704283843e-02,6.975168004853234127e-02,6.563735551711827876e-01,-1.838566642454633471e-01,-9.969714304411970984e-02,-8.441983412916348462e-02,-1.777029766999057570e-01,1.281395898518403187e-01,3.596946276312399382e-01,-2.518797280466561483e-01,5.796738737272464498e-02,4.515259174601721215e-01,6.431917821344411423e-02,2.927239120106077050e-02,9.204806719600090725e-02,2.016693436678802243e-01,-2.209007410952443518e-01,-8.211197537728701090e-02
-8.874314156613707927e-02,2.805481867940155111e-02,8.563736399384637432e-02,1.092793878538438901e-01,2.062552752275287615e-01,-2.670691019788200282e-02,-5.771232639763751449e-02,1.909302190044538106e-01,-7.644334843293963677e-02,-8.178165941470864203e-03,-1.104037472346663940e-01,-3.335009802820877722e-02,3.456477544347286157e-02,1.264151445309490696e-01,6.879815380888602838e-02,-1.859163802717386238e-01,7.537731234545848313e-02,-8.652920700005437005e-02,5.185711721040818512e-02,-2.094256795106897995e-01,-1.617619424357920055e-01,-2.333214994059251701e-01,-4.246499945673479215e-02,8.461239061912378956e-02,6.562589961428232088e-02,-1.799085607232981388e-01,-6.995658354640459445e-03,3.309709741984160347e-01,1.052776464279521762e-01,-9.064954623303617121e-03,4.231468430230446720e-01,-4.922621377487407940e-02
3.180579661307516431e-02,-7.697778459901222226e-02,3.253294706392871605e-02,-5.089095880377433184e-02,1.240520148053205060e-03,-8.578715371575842963e-02,-1.099726372535117513e-01,-7.501201912127282434e-02,6.485533955022750041e-02,-2.271152924165525597e-02,3.747526698481450369e-01,7.322866277527072254e-02,4.732632701682988607e-02,-4.420993123885126608e-02,8.825307869551783646e-02,2.456266677774647175e-02,-7.099029227660916264e-02,3.409910414453945493e-01,-1.611220035758025304e-01,2.681412038593177253e-04,-1.061452742720178505e-01,1.321359819206693320e-01,-8.957110749019978752e-03,-1.450372661611020464e-01,9.154121939716606052e-03,-3.964416814672552108e-02,2.119826031345071193e-01,3.311222380322464270e-02,-1.371660036093716173e-01,-1.894449538702974722e-02,2.534194164049815567e-01,1.786077354930286354e-01
2.349688326629819080e-01,-3.260741565518622820e-01,2.077285718743738241e-01,2.052307043562495159e-01,-4.608570892793134761e-03,1.460295969980012210e-01,4.734153701315441803e-02,-6.447939896547437433e-02,6.438032320949679810e-02,1.333250737341695469e-01,-5.386461129169411999e-02,3.605538980422186568e-01,2.096902491618084508e-01,-2.312587442038645247e-01,-9.112576146059168936e-05,-4.130109291155088513e-01,2.585133933280488877e-02,7.477440271373683722e-02,-1.744075662990857978e-01,-9.502883704210286775e-02,9.992901274776105902e-02,-1.133974599754248094e-02,7.242601828140443621e-02,-2.976671328344958067e-01,-1.370117354161531631e-01,1.847971270627346216e-02,-2.497702643858002447e-01,8.497927748742230281e-02,6.996770687991528404e-02,2.665314345384659500e-01,-2.181643837906313554e-02,7.405388429674576722e-02
-1.389549651034802935e-01,1.886743089155595299e-01,2.154019857655646852e-01,5.036269192073512813e-02,3.689417791204844393e-02,-3.317580361127017013e-02,-4.825027196011861391e-02,2.734830060446438726e-02,1.487930338783676754e-01,7.935203292252014651e-02,2.576316044114519976e-01,-3.126835815070921898e-01,5.613183707474895395e-02,-9.333823828705181680e-02,8.348420731270195239e-02,-1.855121919505229588e-01,-6.340900124489975975e-02,-1.524007265660911326e-01,-3.807745239284714839e-02,6.686665760665500002e-02,-2.832474302363435226e-01,-2.430948200569922613e-01,2.797562459096619158e-01,2.040787455163729502e-01,-1.336093172636698689e-01,-6.947171528514996253e-02,-1.580548082156631173e-01,-3.349408554645746938e-02,5.486550081010033164e-02,1.574746998070921389e-01,-1.788796602737569297e-01,3.426804811082651003e-01
3.086182798805582259e-02,1.126162161931685834e-01,-2.245369780176722230e-01,2.364036471268856354e-01,-1.030928889055744979e-01,-1.072978735797616850e-01,1.078358302286014092e-01,1.439282451343819880e-01,-1.049798468458997859e-02,4.532029240014255334e-01,1.520251500924448829e-01,1.074477868628345573e-01,-5.703174934012545522e-02,1.050213364178322339e-01,1.791563800058263711e-01,-7.901573131483555223e-02,-1.268905182749282545e-01,5.046148139116558157e-02,-1.020777923289301475e-01,7.370034362532504324e-02,3.328438739874413077e-01,-5.876201876382261546e-02,-8.375941403798331519e-02,1.686199064899618905e-01,-5.916999479898698427e-02,-7.930457481989677815e-02,2.977790436265930207e-01,-1.608612843893819089e-01,3.002484143816708806e-01,-1.103558006526412921e-01,-3.902712033734191677e-02,-1.622151653087959555e-02
9.988416907693331570e-02,8.567221845696841587e-02,-1.429103050554698662e-01,9.005295371624531808e-02,3.296246696851105051e-01,-1.728674293067344880e-01,-3.660564942812484790e-01,-1.552088790735864920e-01,3.948865621034350348e-01,5.541869380892753411e-02,-4.787509615054846845e-02,-1.176516743157924177e-01,5.180363847115242865e-02,2.963107937361359467e-01,-5.027190276700874705e-01,1.159110030946782915e-01,-1.710716603915043987e-02,2.790723761593483232e-01,-4.198178508559647498e-02,1.941018003167564454e-01,1.660154712038160521e-02,-3.944673876147220537e-01,8.181396298359254471e-03,3.240912886814362182e-02,-1.272209695515357231e-01,3.860543298910814464e-02,-4.344723271531940323e-02,1.086871827730659656e-01,-1.337314101786122797e-02,2.335582150829265402e-01,-1.931275372381937583e-01,-2.013252682662947657e-01
-1.219692324552309332e-02,-1.201728771870002738e-01,-1.318360144267002355e-02,-1.318807611540598612e-01,7.422057682181452953e-02,-8.520605304456149720e-02,2.436997898826035250e-02,-1.040692784373018452e-02,-1.439713287761947534e-02,5.130475260376084895e-02,3.909868981963245810e-02,1.542657740968522151e-01,5.751787458053812807e-02,4.857082503841231302e-02,1.116331646351837459e-01,-1.891162863206411957e-02,1.406564852115620807e-04,-1.591409490329828147e-01,8.088206396852572200e-02,2.387242040344525126e-02,-1.594172387672866328e-02,-7.600546789083065247e-02,7.020066315824352587e-02,5.507573757729138098e-02,7.720275723083930286e-01,7.059037642082224839e-02,2.773738159075892634e-02,-1.020035617353779595e-01,-2.805608532625003190e-02,-8.671019752269573666e-02,7.926336508065361108e-02,9.403308573787917679e-02
-3.107157697792112261e-01,1.949311557622544766e-01,-5.819998926702567299e-02,-1.687498206825671365e-01,-6.549261324076366408e-02,1.727272500503264918e-01,6.788469476065935038e-02,-1.398658801080478013e-02,-2.586066347048636138e-01,-5.128428671093410163e-02,-8.236552196652197066e-02,3.861258449358669076e-02,3.173151294059914362e-01,6.725475502117694848e-02,4.850307413006093027e-01,3.495327571227546115e-01,2.834152290047192713e-02,-2.405097231426791271e-01,2.488916360078003709e-01,3.672757123446350747e-01,9.359779688017171029e-02,-1.250607724836998169e-02,-8.303543838066978697e-03,-1.409374110552466253e-01,-2.379034146216645398e-02,2.887445098876227981e-02,-9.621622335451585073e-02,2.132707427945204903e-01,-5.993658844873813590e-02,4.362297994145731411e-02,-3.057657510290198374e-02,-1.276196702165732222e-01
